Date : 2023-01-17 17:05:12
Directory : /Users/xusun/Desktop/Flutter/offershow/lib
Total : 280 files,  36389 codes, 947 comments, 2166 blanks, all 39502 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/swiper_controller.dart                                     | Dart     |         40 |          0 |          8 |         48 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/swiper_pagination.dart                                     | Dart     |        236 |         20 |         49 |        305 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/swiper_plugin.dart                                         | Dart     |         45 |          2 |          8 |         55 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/transformer_page_view/index_controller.dart                | Dart     |        104 |          0 |         16 |        120 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/transformer_page_view/parallax.dart                        | Dart     |        131 |          0 |         21 |        152 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/transformer_page_view/transformer_page_view.dart           | Dart     |        446 |         68 |         82 |        596 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/contained_tab_bar_view/contained_tab_bar_view.dart                     | Dart     |          5 |          0 |          2 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/contained_tab_bar_view/src/contained_tab_bar_view.dart                 | Dart     |        205 |         28 |         30 |        263 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/contained_tab_bar_view/src/enums.dart                                  | Dart     |          2 |          3 |          2 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/contained_tab_bar_view/src/tab_bar_properties.dart                     | Dart     |         42 |         49 |         20 |        111 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/contained_tab_bar_view/src/tab_bar_view_properties.dart                | Dart     |         10 |          7 |          4 |         21 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/showActionSheet/action_item.dart                                       | Dart     |          8 |          6 |          3 |         17 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/showActionSheet/bottom_action_item.dart                                | Dart     |          9 |          7 |          3 |         19 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/showActionSheet/bottom_action_sheet.dart                               | Dart     |        406 |          9 |         31 |        446 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/showActionSheet/choice_config.dart                                     | Dart     |         15 |          0 |          5 |         20 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/showActionSheet/choice_item.dart                                       | Dart     |         13 |          7 |          4 |         24 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/showActionSheet/top_action_item.dart                                   | Dart     |         19 |         10 |          4 |         33 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/404.dart                                                                | Dart     |         17 |          0 |          3 |         20 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/PicSquare/pic_square.dart                                               | Dart     |      1,519 |         22 |         56 |      1,597 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/about/about.dart                                                        | Dart     |        248 |          3 |          9 |        260 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/account/account.dart                                                    | Dart     |        336 |          2 |         13 |        351 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/blacklist/black_list.dart                                               | Dart     |        304 |          1 |         15 |        320 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/broke.dart                                                              | Dart     |         24 |          0 |          3 |         27 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/collection_detail/collection_detail.dart                                | Dart     |        551 |         12 |         14 |        577 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/collection_tab/collection_tab.dart                                      | Dart     |        370 |          2 |         15 |        387 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/column/column.dart                                                      | Dart     |        619 |          3 |         24 |        646 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/crop/crop.dart                                                          | Dart     |        328 |          2 |         15 |        345 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/essence/essence.dart                                                    | Dart     |        177 |          1 |         11 |        189 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/explore/explore.dart                                                    | Dart     |        152 |          1 |         14 |        167 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/home.dart                                                               | Dart     |        335 |          9 |         21 |        365 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/home/homeNew.dart                                                       | Dart     |        499 |          3 |         33 |        535 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/home/myhome.dart                                                        | Dart     |        141 |          0 |         11 |        152 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/homeHot.dart                                                        | Dart     |        102 |          1 |          9 |        112 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/homeHotNoScaffold.dart                                              | Dart     |        127 |          2 |         10 |        139 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/1.svg                                                           | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/10.svg                                                          | XML      |          5 |          0 |          1 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/2.svg                                                           | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/3.svg                                                           | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/4.svg                                                           | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/5.svg                                                           | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/6.svg                                                           | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/7.svg                                                           | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/8.svg                                                           | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/9.svg                                                           | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/login/login.dart                                                        | Dart     |        513 |          3 |         24 |        540 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/login/login_helper.dart                                                 | Dart     |        184 |          1 |         13 |        198 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/me/me.dart                                                              | Dart     |        583 |          3 |         30 |        616 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/me_func/me_func.dart                                                    | Dart     |        484 |          6 |         23 |        513 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/msg/msg.dart                                                            | Dart     |        383 |          1 |         15 |        399 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/msg_detail/msg_detail.dart                                              | Dart     |      1,123 |          4 |         43 |      1,170 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/msg_three/1.svg                                                         | XML      |         18 |          0 |          1 |         19 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/msg_three/2.svg                                                         | XML      |         16 |          0 |          1 |         17 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/msg_three/3.svg                                                         | XML      |         11 |          0 |          1 |         12 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/msg_three/msg_three.dart                                                | Dart     |        558 |          3 |         21 |        582 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new/draft.dart                                                          | Dart     |         60 |          0 |          7 |         67 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new/format.dart                                                         | Dart     |         34 |          0 |          3 |         37 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new/left_row_btn.dart                                                   | Dart     |        285 |          9 |          6 |        300 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new/new.dart                                                            | Dart     |        817 |          7 |         27 |        851 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new/right_row_btn.dart                                                  | Dart     |        122 |          8 |          4 |        134 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new/rule_page.dart                                                      | Dart     |         62 |          1 |          4 |         67 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new/rules.dart                                                          | Dart     |         30 |          0 |          1 |         31 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new/select_tag.dart                                                     | Dart     |        152 |          0 |         12 |        164 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new/success_display.dart                                                | Dart     |         90 |          0 |          4 |         94 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new/vote_machine.dart                                                   | Dart     |        153 |          0 |          4 |        157 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new_reply/homeNewReply.dart                                             | Dart     |        174 |          2 |         11 |        187 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new_transaction/draft.dart                                              | Dart     |         60 |          0 |          7 |         67 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new_transaction/left_row_btn.dart                                       | Dart     |        239 |          3 |          6 |        248 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new_transaction/new_transaction.dart                                    | Dart     |        662 |          3 |         27 |        692 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new_transaction/right_row_btn.dart                                      | Dart     |         66 |          1 |          4 |         71 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new_transaction/select_tag.dart                                         | Dart     |        152 |          0 |         12 |        164 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new_transaction/success_display.dart                                    | Dart     |         90 |          0 |          4 |         94 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new_transaction/vote_machine.dart                                       | Dart     |        153 |          0 |          4 |        157 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/person_detail/personDetail.dart                                         | Dart     |        206 |          2 |         12 |        220 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/personal/personal.dart                                                  | Dart     |      1,235 |          2 |         52 |      1,289 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/photo_view/photo_view.dart                                              | Dart     |        346 |          5 |         11 |        362 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/question/answer.dart                                                    | Dart     |        380 |          0 |          2 |        382 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/question/question.dart                                                  | Dart     |        744 |          7 |         19 |        770 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/scan_qrcode/scan_qrcode.dart                                            | Dart     |        156 |         13 |         14 |        183 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/search/search.dart                                                      | Dart     |      1,003 |         11 |         38 |      1,052 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/setting/setting.dart                                                    | Dart     |        322 |          1 |         10 |        333 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/square/square.dart                                                      | Dart     |        251 |          1 |         18 |        270 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/square/squareHome.dart                                                  | Dart     |        274 |          1 |         17 |        292 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/start/start.dart                                                        | Dart     |        107 |          2 |         13 |        122 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/test/test.dart                                                          | Dart     |         47 |          0 |          7 |         54 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/At_someone.dart                                                   | Dart     |        186 |          1 |          8 |        195 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/Your_emoji.dart                                                   | Dart     |        278 |          1 |         12 |        291 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/alter_sent.dart                                                   | Dart     |         29 |          0 |          4 |         33 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/audio_player.dart                                                 | Dart     |          0 |          0 |          1 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/detail_cont.dart                                                  | Dart     |        539 |          6 |         13 |        558 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/emoji.dart                                                        | Dart     |        154 |          0 |          3 |        157 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_RichInput.dart                                              | Dart     |        470 |         21 |         16 |        507 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_comment.dart                                                | Dart     |        727 |          2 |         23 |        752 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_comment_tab.dart                                            | Dart     |        209 |          3 |          8 |        220 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_detail.dart                                                 | Dart     |      1,255 |         38 |         45 |      1,338 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_detailBottom.dart                                           | Dart     |        236 |          0 |          9 |        245 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_detail_time.dart                                            | Dart     |        312 |          1 |          7 |        320 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_edit.dart                                                   | Dart     |        540 |         18 |         28 |        586 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_more.dart                                                   | Dart     |        398 |          4 |         14 |        416 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_sendFunc.dart                                               | Dart     |        120 |          0 |          4 |        124 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_vote.dart                                                   | Dart     |        191 |          0 |          9 |        200 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_water.dart                                                  | Dart     |        117 |          0 |          4 |        121 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/user_list/user_list.dart                                                | Dart     |        248 |          1 |         12 |        261 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/waterTask/task_list.dart                                                | Dart     |        226 |          2 |         12 |        240 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/waterTask/water_inout_detail.dart                                       | Dart     |        249 |          2 |         12 |        263 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/waterTask/water_task.dart                                               | Dart     |        757 |         20 |         24 |        801 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/water_total/water_total.dart                                            | Dart     |        157 |          2 |          8 |        167 |
| /Users/xusun/Desktop/Flutter/offershow/lib/router/router.dart                                                           | Dart     |         86 |          0 |          2 |         88 |
| /Users/xusun/Desktop/Flutter/offershow/lib/util/cache_manager.dart                                                      | Dart     |         10 |          6 |          2 |         18 |
| /Users/xusun/Desktop/Flutter/offershow/lib/util/interface.dart                                                          | Dart     |        453 |         19 |         31 |        503 |
| /Users/xusun/Desktop/Flutter/offershow/lib/util/mid_request.dart                                                        | Dart     |        131 |          7 |          9 |        147 |
| /Users/xusun/Desktop/Flutter/offershow/lib/util/provider.dart                                                           | Dart     |        173 |          6 |         30 |        209 |
| /Users/xusun/Desktop/Flutter/offershow/lib/util/storage.dart                                                            | Dart     |         17 |          6 |          3 |         26 |
| Total                                                                                                                   |          |     36,389 |        947 |      2,166 |     39,502 |
+-------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
