Date : 2022-09-13 14:54:32
Directory : /Users/xusun/Desktop/Flutter/offershow
Total : 361 files,  37316 codes, 1313 comments, 2933 blanks, all 41562 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/3.svg                                                                                                      | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/4.svg                                                                                                      | XML          |         10 |          0 |          1 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/5.svg                                                                                                      | XML          |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/6.svg                                                                                                      | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/7.svg                                                                                                      | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/8.svg                                                                                                      | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/9.svg                                                                                                      | XML          |         11 |          0 |          1 |         12 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/like_blue.svg                                                                                                   | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/like_grey.svg                                                                                                   | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/loading.svg                                                                                                     | XML          |          5 |          0 |          0 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/login.svg                                                                                                       | XML          |        120 |          0 |          1 |        121 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/logo.svg                                                                                                        | XML          |         24 |          0 |          0 |         24 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me/btn1.svg                                                                                                     | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me/btn2.svg                                                                                                     | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me/btn3.svg                                                                                                     | XML          |          5 |          0 |          1 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me/btn4.svg                                                                                                     | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me/btn5.svg                                                                                                     | XML          |          5 |          0 |          1 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me_arrow_right.svg                                                                                              | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me_dark/btn1.svg                                                                                                | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me_dark/btn2.svg                                                                                                | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me_dark/btn3.svg                                                                                                | XML          |          5 |          0 |          1 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me_dark/btn4.svg                                                                                                | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me_dark/btn5.svg                                                                                                | XML          |          5 |          0 |          1 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/more.svg                                                                                                        | XML          |          6 |          0 |          1 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/msg/@.svg                                                                                                       | XML          |         24 |          0 |          1 |         25 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/msg/noti.svg                                                                                                    | XML          |         13 |          0 |          1 |         14 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/msg/reply.svg                                                                                                   | XML          |         22 |          0 |          1 |         23 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/msg_card_right.svg                                                                                              | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/msg_send.svg                                                                                                    | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/person/1.svg                                                                                                    | XML          |         83 |          0 |          0 |         83 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/person/2.svg                                                                                                    | XML          |        165 |          0 |          0 |        165 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/qrcode_dark.svg                                                                                                 | XML          |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/qrcode_light.svg                                                                                                | XML          |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/quote.svg                                                                                                       | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/quote_dark.svg                                                                                                  | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/right_arrow.svg                                                                                                 | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/right_arrow_grey.svg                                                                                            | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/search.svg                                                                                                      | XML          |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/search_blue.svg                                                                                                 | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/search_filter.svg                                                                                               | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/search_grey.svg                                                                                                 | XML          |          6 |          0 |          0 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/search_white.svg                                                                                                | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/setting/1-se.svg                                                                                                | XML          |         14 |          0 |          1 |         15 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/setting/1.svg                                                                                                   | XML          |         14 |          0 |          1 |         15 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/setting/2-se.svg                                                                                                | XML          |         10 |          0 |          1 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/setting/2.svg                                                                                                   | XML          |         10 |          0 |          1 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/1.svg                                                                                                    | XML          |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/2.svg                                                                                                    | XML          |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/3.svg                                                                                                    | XML          |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/4.svg                                                                                                    | XML          |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/5.svg                                                                                                    | XML          |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/6.svg                                                                                                    | XML          |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/column/1.svg                                                                                             | XML          |          8 |          0 |          1 |          9 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/column/2.svg                                                                                             | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/start.svg                                                                                                       | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/start_pic.svg                                                                                                   | XML          |         70 |          0 |          1 |         71 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/to_top.svg                                                                                                      | XML          |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_@.svg                                                                                                     | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_@_black.svg                                                                                               | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_attach.svg                                                                                                | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_attach_black.svg                                                                                          | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_attach_light.svg                                                                                          | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_collect.svg                                                                                               | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_collect_blue.svg                                                                                          | XML          |         10 |          0 |          1 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_component_comment.svg                                                                                     | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_component_like.svg                                                                                        | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_component_view.svg                                                                                        | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_dark_func/topic_@.svg                                                                                     | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_dark_func/topic_emoji.svg                                                                                 | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_dark_func/topic_picture.svg                                                                               | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_detail_more.svg                                                                                           | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_emoji.svg                                                                                                 | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_emoji_black.svg                                                                                           | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_line_image.svg                                                                                            | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_picture.svg                                                                                               | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_water.svg                                                                                                 | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/vote.svg                                                                                                        | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/water.svg                                                                                                       | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/water_total/1.svg                                                                                               | XML          |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/water_total/2.svg                                                                                               | XML          |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/water_total/3.svg                                                                                               | XML          |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/lottie/book.json                                                                                                    | JSON         |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/lottie/loading.json                                                                                                 | JSON         |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/cached_network_image/cached_image_widget.dart                                                                 | Dart         |        169 |        108 |         45 |        322 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/cached_network_image/image_provider/_image_loader.dart                                                        | Dart         |         67 |          4 |          7 |         78 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/cached_network_image/image_provider/cached_network_image_provider.dart                                        | Dart         |         93 |         16 |         21 |        130 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/cached_network_image/image_provider/multi_image_stream_completer.dart                                         | Dart         |        142 |         15 |         18 |        175 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/custom_layout.dart                                                                                | Dart         |        387 |          1 |         61 |        449 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/flutter_page_indicator/flutter_page_indicator.dart                                                | Dart         |        274 |         17 |         58 |        349 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/swiper.dart                                                                                       | Dart         |        846 |         42 |        116 |      1,004 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/swiper_control.dart                                                                               | Dart         |        113 |          6 |         15 |        134 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/swiper_controller.dart                                                                            | Dart         |         40 |          0 |          8 |         48 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/swiper_pagination.dart                                                                            | Dart         |        236 |         20 |         49 |        305 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/swiper_plugin.dart                                                                                | Dart         |         45 |          2 |          8 |         55 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/transformer_page_view/index_controller.dart                                                       | Dart         |        104 |          0 |         16 |        120 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/transformer_page_view/parallax.dart                                                               | Dart         |        131 |          0 |         21 |        152 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/transformer_page_view/transformer_page_view.dart                                                  | Dart         |        446 |         68 |         82 |        596 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/contained_tab_bar_view/contained_tab_bar_view.dart                                                            | Dart         |          5 |          0 |          2 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/contained_tab_bar_view/src/contained_tab_bar_view.dart                                                        | Dart         |        205 |         28 |         30 |        263 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/contained_tab_bar_view/src/enums.dart                                                                         | Dart         |          2 |          3 |          2 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/contained_tab_bar_view/src/tab_bar_properties.dart                                                            | Dart         |         42 |         49 |         20 |        111 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/contained_tab_bar_view/src/tab_bar_view_properties.dart                                                       | Dart         |         10 |          7 |          4 |         21 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/showActionSheet/action_item.dart                                                                              | Dart         |          8 |          6 |          3 |         17 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/showActionSheet/bottom_action_item.dart                                                                       | Dart         |          9 |          7 |          3 |         19 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/showActionSheet/bottom_action_sheet.dart                                                                      | Dart         |        406 |          9 |         31 |        446 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/showActionSheet/choice_config.dart                                                                            | Dart         |         15 |          0 |          5 |         20 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/showActionSheet/choice_item.dart                                                                              | Dart         |         13 |          7 |          4 |         24 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/showActionSheet/top_action_item.dart                                                                          | Dart         |         19 |         10 |          4 |         33 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/404.dart                                                                                                       | Dart         |         17 |          0 |          3 |         20 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/PicSquare/pic_square.dart                                                                                      | Dart         |      1,351 |         20 |         52 |      1,423 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/about/about.dart                                                                                               | Dart         |        227 |          0 |          8 |        235 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/account/account.dart                                                                                           | Dart         |        328 |          1 |         13 |        342 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/blacklist/black_list.dart                                                                                      | Dart         |        332 |          0 |         15 |        347 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/broke.dart                                                                                                     | Dart         |         24 |          0 |          3 |         27 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/collection_detail/collection_detail.dart                                                                       | Dart         |        542 |         11 |         14 |        567 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/collection_tab/collection_tab.dart                                                                             | Dart         |        363 |          1 |         15 |        379 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/column/column.dart                                                                                             | Dart         |        614 |          1 |         24 |        639 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/crop/crop.dart                                                                                                 | Dart         |        329 |          1 |         15 |        345 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/essence/essence.dart                                                                                           | Dart         |        172 |          0 |         11 |        183 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/explore/explore.dart                                                                                           | Dart         |        153 |          0 |         14 |        167 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/home.dart                                                                                                      | Dart         |        297 |         10 |         15 |        322 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/home/homeNew.dart                                                                                              | Dart         |        356 |          2 |         29 |        387 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/home/myhome.dart                                                                                               | Dart         |        139 |          0 |         11 |        150 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/homeHot.dart                                                                                               | Dart         |        103 |          0 |          9 |        112 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/homeHotNoScaffold.dart                                                                                     | Dart         |        117 |          1 |         10 |        128 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/1.svg                                                                                                  | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/10.svg                                                                                                 | XML          |          5 |          0 |          1 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/2.svg                                                                                                  | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/3.svg                                                                                                  | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/4.svg                                                                                                  | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/5.svg                                                                                                  | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/6.svg                                                                                                  | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/7.svg                                                                                                  | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/8.svg                                                                                                  | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/hot/img/9.svg                                                                                                  | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/login/login.dart                                                                                               | Dart         |        497 |          1 |         24 |        522 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/login/login_helper.dart                                                                                        | Dart         |        177 |          0 |         13 |        190 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/me/me.dart                                                                                                     | Dart         |        584 |          2 |         30 |        616 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/me_func/me_func.dart                                                                                           | Dart         |        474 |          5 |         23 |        502 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/msg/msg.dart                                                                                                   | Dart         |        385 |          0 |         15 |        400 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/msg_detail/msg_detail.dart                                                                                     | Dart         |      1,130 |         12 |         43 |      1,185 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/msg_three/1.svg                                                                                                | XML          |         18 |          0 |          1 |         19 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/msg_three/2.svg                                                                                                | XML          |         16 |          0 |          1 |         17 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/msg_three/3.svg                                                                                                | XML          |         11 |          0 |          1 |         12 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/msg_three/msg_three.dart                                                                                       | Dart         |        552 |          2 |         21 |        575 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new/new.dart                                                                                                   | Dart         |      1,529 |          3 |         49 |      1,581 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/new_reply/homeNewReply.dart                                                                                    | Dart         |        170 |          1 |         11 |        182 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/person_detail/personDetail.dart                                                                                | Dart         |        196 |          1 |         12 |        209 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/personal/personal.dart                                                                                         | Dart         |      1,233 |         39 |         51 |      1,323 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/photo_view/photo_view.dart                                                                                     | Dart         |        259 |          4 |          7 |        270 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/question/answer.dart                                                                                           | Dart         |        379 |          0 |          2 |        381 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/question/question.dart                                                                                         | Dart         |        645 |          6 |         18 |        669 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/scan_qrcode/scan_qrcode.dart                                                                                   | Dart         |        124 |          0 |         12 |        136 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/search/search.dart                                                                                             | Dart         |        960 |          3 |         35 |        998 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/setting/setting.dart                                                                                           | Dart         |        290 |         18 |         10 |        318 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/square/square.dart                                                                                             | Dart         |        243 |          0 |         18 |        261 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/square/squareHome.dart                                                                                         | Dart         |        267 |          0 |         17 |        284 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/start/start.dart                                                                                               | Dart         |         99 |          1 |         12 |        112 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/test/test.dart                                                                                                 | Dart         |         47 |          0 |          7 |         54 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/At_someone.dart                                                                                          | Dart         |        185 |          0 |          8 |        193 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/Your_emoji.dart                                                                                          | Dart         |        271 |          0 |         10 |        281 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/alter_sent.dart                                                                                          | Dart         |         28 |          0 |          4 |         32 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/audio_player.dart                                                                                        | Dart         |          0 |          0 |          1 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/detail_cont.dart                                                                                         | Dart         |        446 |          6 |         13 |        465 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/emoji.dart                                                                                               | Dart         |        154 |          0 |          3 |        157 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_RichInput.dart                                                                                     | Dart         |        430 |          2 |         16 |        448 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_comment.dart                                                                                       | Dart         |        737 |          2 |         24 |        763 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_comment_tab.dart                                                                                   | Dart         |        212 |          0 |          8 |        220 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_detail.dart                                                                                        | Dart         |      1,206 |         23 |         43 |      1,272 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_detailBottom.dart                                                                                  | Dart         |        227 |          0 |          9 |        236 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_detail_time.dart                                                                                   | Dart         |        308 |          1 |          7 |        316 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_edit.dart                                                                                          | Dart         |        542 |         17 |         28 |        587 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_more.dart                                                                                          | Dart         |        425 |          4 |         14 |        443 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_sendFunc.dart                                                                                      | Dart         |        120 |          0 |          4 |        124 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_vote.dart                                                                                          | Dart         |        191 |          0 |          9 |        200 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/topic/topic_water.dart                                                                                         | Dart         |        117 |          0 |          4 |        121 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/user_list/user_list.dart                                                                                       | Dart         |        235 |          0 |         12 |        247 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/waterTask/task_list.dart                                                                                       | Dart         |        222 |          1 |         12 |        235 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/waterTask/water_inout_detail.dart                                                                              | Dart         |        244 |          1 |         12 |        257 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/waterTask/water_task.dart                                                                                      | Dart         |        727 |         15 |         24 |        766 |
| /Users/xusun/Desktop/Flutter/offershow/lib/page/water_total/water_total.dart                                                                                   | Dart         |        146 |          2 |          8 |        156 |
| /Users/xusun/Desktop/Flutter/offershow/lib/router/router.dart                                                                                                  | Dart         |         82 |          0 |          2 |         84 |
| /Users/xusun/Desktop/Flutter/offershow/lib/util/cache_manager.dart                                                                                             | Dart         |         10 |          6 |          2 |         18 |
| /Users/xusun/Desktop/Flutter/offershow/lib/util/interface.dart                                                                                                 | Dart         |        451 |         19 |         31 |        501 |
| /Users/xusun/Desktop/Flutter/offershow/lib/util/mid_request.dart                                                                                               | Dart         |        131 |          7 |          9 |        147 |
| /Users/xusun/Desktop/Flutter/offershow/lib/util/provider.dart                                                                                                  | Dart         |        162 |          6 |         27 |        195 |
| /Users/xusun/Desktop/Flutter/offershow/lib/util/storage.dart                                                                                                   | Dart         |         17 |          6 |          3 |         26 |
| /Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/CHANGELOG.md                                               | Markdown     |         42 |          0 |         32 |         74 |
| /Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/README.md                                                  | Markdown     |          7 |          0 |          5 |         12 |
| /Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/README.md                                          | Markdown     |         10 |          0 |          7 |         17 |
| /Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/integration_test/path_provider_test.dart           | Dart         |         46 |          5 |         10 |         61 |
| /Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/lib/main.dart                                      | Dart         |         82 |         10 |         12 |        104 |
| /Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/linux/flutter/generated_plugins.cmake              | CMake        |         12 |          0 |          4 |         16 |
| /Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/linux/main.cc                                      | C++          |          6 |          6 |          4 |         16 |
| /Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/linux/my_application.cc                            | C++          |         32 |          4 |         14 |         50 |
| /Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/linux/my_application.h                             | C++          |          7 |         10 |          6 |         23 |
| /Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/pubspec.yaml                                       | YAML         |         20 |          5 |          6 |         31 |
| /Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/test_driver/integration_test.dart                  | Dart         |          2 |          3 |          3 |          8 |
| /Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/lib/path_provider_linux.dart                               | Dart         |          1 |          3 |          2 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/lib/src/get_application_id.dart                            | Dart         |          2 |          6 |          2 |         10 |
| /Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/lib/src/get_application_id_real.dart                       | Dart         |         55 |         12 |         12 |         79 |
| /Users/xusun/Desktop/Flutter/offershow/linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/lib/src/get_application_id_stub.dart                       | Dart         |          1 |          4 |          2 |          7 |
